Title,Heading,Content,Tokens
Information about Faculty of Science at Memorial University of Newfoundland,Admission to the Honours Degree in Biochemistry (Nutrition),"Students normally should apply for an Honours program at the completion of their third year of studies.To be eligible for admission to the Honours program, students must be in Honours standing as per Academic Standing in the Degree Regulations for the Honours Degree of Bachelor of Science. To be considered for early admission to an Honours program in Nutrition at the end of second year, students must have achieved at least 70% in each of their required 2000 level Biochemistry and Chemistry courses.",96
Information about Faculty of Science at Memorial University of Newfoundland,Major in Biochemistry,"Entry to the Biochemistry majors program is based on academic standing.Required courses to complete the major: Six credit hours in Critical Reading and Writing (CRW) courses, including at least 3 credit hours in English courses. Biology 1001 and 1002; Mathematics 1000, 1001; Physics 1050 (or 1020), 1051 (or 1021); Chemistry 1050, 1051 (or Chemistry 1200 and 1001). Biochemistry 2200 (or 2100), 2201, 2901, 3105, 3108, 3206, 3207, and 3906 or 3907. At least 9 credit hours in courses from Biochemistry 4002, 4101, 4103, 4104, 4105, 4200, 4201, 4230, 4231, 4232-4239. Six additional credit hours chosen from: Medicine 310A/B, Biochemistry 2600, Biology 2060, 3050, Chemistry 4201, 4701 or Biochemistry courses at the 3000 or 4000 level. Chemistry 2301 or Physics 2053, Chemistry 2400, 2401. One of Chemistry 2100, Environmental Sciences 3210. A sufficient number of elective courses to bring the total Science courses up to at least 78 credit hours and the degree total up to 120 credit hours.",255
Information about Faculty of Science at Memorial University of Newfoundland,Honours Degree in Biochemistry,"Required courses: Six credit hours in Critical Reading and Writing (CRW) courses, including at least 3 credit hours in English courses. Biology 1001 and 1002; Mathematics 1001; Physics 1050 (or 1020), 1051 (or 1021); Chemistry 1050, 1051 (or Chemistry 1200 and 1001). Biochemistry 2200 (or 2100), 2201, 2901, 3105, 3108, 3206, 3207, 3906, 3907, 4102, 499A, 499B, Medicine 310A/B and either Biochemistry 4210 or 4211. Nine credit hours in courses from Biochemistry 4002, 4101, 4103, 4104, 4105, 4200, 4201, 4230, 4231, 4232-4239. At least 6 credit hours chosen from Biochemistry 2600, Biology 3050, Chemistry 4201, 4701 or Biochemistry courses at the 3000 or 4000 level. Chemistry 2301 or Physics 2053, Chemistry 2400, 2401. One of Chemistry 2100, Environmental Sciences 3210. Statistics 2550 or equivalent. A sufficient number of elective courses to bring the total for the degree up to 120 credit hours. Those courses in which a grade 'B' or an average of 75% or higher are required, as specified under clause 2. of Graduation Requirements, Academic Standing in the Degree Regulations for the Honours Degree of Bachelor of Science, are 48 credit hours from those listed in clauses 1.c., and d. above.",309
Information about Faculty of Science at Memorial University of Newfoundland,Minor in Biochemistry,"Students who take a minor in Biochemistry will successfully complete: Biochemistry 2201, 2901, 3206. One of Biochemistry 2200, 2600, Biology 2250. Six credit hours in Biochemistry at the 3000 or 4000 level. Chemistry 2400 and either Chemistry 2401 or one additional Biochemistry course at the 3000 or 4000 level.Course prerequisites stipulated in the course descriptions shall apply to a minor in Biochemistry.",87
Information about Faculty of Science at Memorial University of Newfoundland,Major in Nutrition,"Required courses: Six credit hours in Critical Reading and Writing (CRW) courses, including at least 3 credit hours in English courses. Biology 1001 and 1002; Mathematics 1000, Physics 1020 and 1021 (or Physics 1050 and 1051); Chemistry 1050, 1051 (or Chemistry 1200 and 1001). Biochemistry 2005, 2200 (or 2100), 2201, 2600, 2901, 3203, 3206, 3906, 4300, 4301, Medicine 310A/B. Six credit hours in courses from Biochemistry 3052, 3108, 3207, 3402, 3600, 3907, 4002, 4105, 4200, 4230, 4231, 4240, 4241-4249, Biology 3050. Chemistry 2400. Statistics 2550 or equivalent. A sufficient number of elective courses to bring the total Science courses up to at least 78 credit hours and the total for the degree up 120 credit hours.",197
Information about Faculty of Science at Memorial University of Newfoundland,Honours Degree in Nutrition,"Required courses: Six credit hours in Critical Reading and Writing (CRW) courses, including at least 3 credit hours in English courses. Biology 1001 and 1002; Mathematics 1000, Physics 1020 (or 1050) and 1021 (or 1051); Chemistry 1050, 1051 (or Chemistry 1200 and 1001). Biochemistry 2005, 2200 (or 2100), 2201, 2600, 2901, 3203, 3206, 3207, 3906, 4300, 4301, 4502, 499A, 499B, Medicine 310A/B. Nine additional credit hours chosen from Biochemistry 3052, 3108, 3402, 3600, 3907, 4002, 4105, 4200, 4201, 4230, 4231, 4240, 4241-4249, Biology 3050. Chemistry 2400 Statistics 2550 A sufficient number of elective courses to bring the total Science courses up to at least 78 credit hours and the total for the degree up 120 credit hours. Those courses in which a grade 'B' or an average of 75% or higher are required, as specified under clause 2. of Graduation Requirements, Academic Standing in the Degree Regulations for the Honours Degree of Bachelor of Science, are 51 credit hours from those listed in clauses 1.c., and d. above.",271
Information about Faculty of Science at Memorial University of Newfoundland,Program Regulations Biochemistry,"www.mun.ca/biochem. The following undergraduate programs are available in the Department: Biochemistry and Cell Biology Joint Honours, Biochemistry and Chemistry Joint Honours, Biochemistry and Physics Joint Honours, Biochemistry and Psychology (Behavioural Neuroscience) Joint Honours, Biochemistry (Nutrition) and Psychology (Behavioural Neuroscience) Joint Honours, Major or Honours in Biochemistry, Major or Honours in Nutrition, Minor in Biochemistry. Students who wish to enrol in any of these programs should plan their program well in advance so that they will have taken the appropriate prerequisites. Entry to a number of required courses is limited and will be determined by academic performance. Required courses should be taken in the year indicated by the course numbers so as to avoid timetable clashes and missing prerequisites which could prolong the time necessary to complete the program. Students are advised to consult with the Department at the earliest opportunity.Students for the general and honours degrees in the programs above should refer to the Faculty of Science Degree Regulations for the General and Honours degrees of Bachelor of Science.Students for a Minor in Biochemistry should refer to Degree Regulations, Minor Programs in the Faculty of Science.Students who intend to pursue graduate studies should take the courses leading to the honours degree.Biochemistry course descriptions are found at the end of the Faculty of Science section under Course Descriptions, Biochemistry.Students are encouraged to choose a minor.For the purposes of a Major, Honours, or Minor degree in Biochemistry, Medicine 310A/B and Chemistry 2400, 2401 count as Biochemistry courses. For the purposes of a Major or Honours degree in Biochemistry(Nutrition), Medicine 310A/B count as Biochemistry courses.Supplementary examinations will be allowed in certain Biochemistry courses which have written final examinations. Students should refer to Supplementary Examinations in the Faculty of Science section for details.",378
Information about Faculty of Science at Memorial University of Newfoundland,Admission to Programs in Biochemistry,"Students who wish to declare a Major in Biochemistry or Biochemistry (Nutrition) or who wish to apply for Honours standing in any of our programs are strongly recommended to do so by May 31 in any year. Failure to apply by the recommended date may result in your application not being processed before your registration time. In addition, students who do not declare by this date might not be considered for departmental scholarships or other awards.",87
Information about Faculty of Science at Memorial University of Newfoundland,Chemistry Program Regulations,"www.mun.ca/chem.The following undergraduate programs are available in the Department: Applied Mathematics and Chemistry Joint Honours, Biochemistry and Chemistry Joint Honours, Chemistry and Earth Sciences Joint Honours, Chemistry and Physics Joint Honours, Major or Honours in Chemistry (Option to complete a Minor in Applied Science - Process Engineering) (see Faculty of Engineering and Applied Science for details), Minor in Chemistry, Minor in Chemistry for Faculty of Engineering Process Engineering Majors, Major or Honours in Computational Chemistry, Major or Honours in Chemistry (Biological), The Majors and Honours in Chemistry and Chemistry(Biological), and the Joint Honours with Applied Mathematics, Biochemistry, Earth Sciences, and Physics are accredited by the Canadian Society for Chemistry.Details of joint programs are given under Joint Programs.Chemistry course descriptions are found at the end of the Faculty of Science section under Course Descriptions, Chemistry.",180
Information about Faculty of Science at Memorial University of Newfoundland,Undergraduate Handbook,"Additional information about the undergraduate program, individual courses and suggested timetables can be found in the Department of Chemistry Undergraduate Handbook which is available on the web at www.mun.ca/chem.",39
Information about Faculty of Science at Memorial University of Newfoundland,Faculty Advisors,Each student majoring in Chemistry will be assigned a Faculty Advisor who should be consulted on all academic matters. Individual programs must be drawn up in consultation with the advisor.,33
Information about Faculty of Science at Memorial University of Newfoundland,Minor in Chemistry,"Students who take a minor in Chemistry will successfully complete CHEM 1050 and 1051 (or 1010, the former 1011 and the former 1031) (or 1200 and 1001), CHEM 2100, 2210, 2301 or 2302, and 2400, and 6 credit hours in other chemistry courses at the 2000 level or above.For Engineering students completing the Process Engineering major, a minor in Chemistry will consist of Chemistry 1050, 1051, 2100, 2210, 2301 (or Process Engineering 4002 or the former Engineering 4602), 2302, 2400 and 3 credit hours chosen from the remaining Chemistry courses at the 2000 level or above.",132
Information about Faculty of Science at Memorial University of Newfoundland,General Degree - Major in Chemistry,"Students wishing to take a Major in Chemistry should consult those regulations of the Calendar dealing with Degree Regulations for the General Degree of Bachelor of Science. The courses required for a Major in Chemistry are:Chemistry 1050 and 1051 (or 1200 and 1001), 2100, 2210, 2301, 2302, 2400, 2401, 3110, 3210, 3211, 3303, and 3411. Physics 1050 (or 1020) and 1051 (or 1021). Mathematics 1000, 1001, 2000, and 2050. Biochemistry 2201 or the former 2101, and 2901.Recommended courses: Mathematics 2051 and Mathematics 2260, Physics 2820 and/or 2750.Students considering declaring Chemistry as their Major are encouraged to contact either the Head of the Department or the Deputy Head (Undergraduate Studies).Chemistry Majors may complete a minor in Applied Science - Process Engineering. The requirements for this minor are detailed under Faculty of Engineering and Applied Science, Minor in Applied Science - Process Engineering.",207
Information about Faculty of Science at Memorial University of Newfoundland,Honours Degree in Chemistry,Students wishing to take Honours should consult those regulations of the Calendar dealing with Degree Regulations for the Honours Degree of Bachelor of Science.,27
Information about Faculty of Science at Memorial University of Newfoundland,General Degree - Major in Computational Chemistry,Students wishing to take a Major in Computational Chemistry should consult those regulations of the Calendar dealing with Degree Regulations for the General Degree of Bachelor of Science.,30
Information about Faculty of Science at Memorial University of Newfoundland,Honours Degree in Computational Chemistry,Students wishing to take Honours in Computational Chemistry should consult those sections of the Calendar dealing with Degree Regulations for the Honours Degree of Bachelor of Science.,31
Information about Faculty of Science at Memorial University of Newfoundland,General Degree in Chemistry (Biological),Students wishing to pursue a General Degree in Chemistry (Biological) are encouraged to contact the Department Head or the Deputy Head (Undergraduate Studies) as early as possible and should consult those regulations of the Calendar dealing with Degree Regulations for the General Degree of Bachelor of Science.,54
Information about Faculty of Science at Memorial University of Newfoundland,Honours Degree in Chemistry (Biological),Students wishing to take Honours should consult those sections of the Calendar dealing with Degree Regulations for the Honours Degree of Bachelor of Science. Students wishing to pursue an Honours Degree in Chemistry (Biological) are encouraged to contact the Department Head or the Deputy Head (Undergraduate Studies) as early as possible.,62
Information about Faculty of Science at Memorial University of Newfoundland,Course Restrictions,"Students should be aware of a number of credit restrictions. For further information see the Chemistry course descriptions section found at the end of the Faculty of Science section under Course Descriptions, Chemistry.",37
Information about Faculty of Science at Memorial University of Newfoundland,Honours degree in Chemistry - Required Courses,"CHEM 1050 and 1051 or (1010, the former 1011 and the former 1031 (or 1200 and 1001), 2100, 2210, 2301, 2302, 2400, 2401, 3110, 3210, 3211, 3303, 3411, and 490A/B. 12 credit hours selected from the 4000 level Chemistry courses chosen in consultation with the 490A/B supervisor for chemistry. Physics 1050 (or 1020) and 1051 (or 1021). Mathematics 1000, 1001, 2000, and 2050. Biochemistry 2201 or the former 2101, and 2901.Chemistry Honours students may complete a minor in Applied Science - Process Engineering. The requirements for this minor are detailed under Faculty of Engineering and Applied Science, Minor in Applied Science - Process Engineering.",166
Information about Faculty of Science at Memorial University of Newfoundland,Honours degree in Chemistry - Other Information,"Those courses in which a grade of B or an average of 75% or higher are required, as specified under Academic Standing in the Degree Regulations for the Honours Degree of Bachelor of Science, are the courses beyond first year used to satisfy clause 1. under Required Courses above. Recommended courses: Mathematics 2051 and Mathematics 2260, Physics 2820 and/or 2750. A thesis based on a selected research topic carried out under the supervision of a member of the Department is to be submitted in the final year. Chemistry 490A/B will normally require the equivalent of nine hours per week for two semesters. Registration in Chemistry 490A/B is normally restricted to those students who have honours standing. The Honours dissertation will be assessed by a committee comprising the supervisor and one other faculty member. With approval of the Heads of the Chemistry and Biochemistry Departments prior to registration, a number of courses in Biochemistry may be substituted for a like number of Chemistry courses. Prospective Honours students in Chemistry in their first year should take Six credit hours in Critical Reading and Writing (CRW) courses, including at least 3 credit hours in English courses. Chemistry 1050 and 1051 (or 1200 and 1001). Physics 1050 and 1051 or 1020 and 1021. Mathematics 1000 and 1001. Six credit hours in other courses. Students should consult the Undergraduate Student Handbook for timetabling details. Students completing first year requirements for either Chemistry or Mathematics via the three course options (i.e. Chemistry 1010, 1050, 1051, Mathematics 1090, 1000, 1001 (or 109A/B, 1000, 1001) instead of the two course options (Chemistry 1050, 1051, Mathematics 1000, 1001) will require the corresponding number of extra credits to obtain an Honours degree. Arrangements for subsequent years will depend on the other science subjects being studied and should be made in consultation with the Faculty Advisor. Certain advanced courses may only be offered in alternate years. Students therefore should consult the Head of the Department before registration. Certain Graduate courses may be taken in the final year of the Honours Program with the permission of the Head of the Department. Details of Joint Honours programs with Biochemistry, Earth Sciences, Mathematics and Physics are outlined under Joint Programs. Details of the Environmental Science (Chemistry Stream) Major or Honours are outlined under the Grenfell Campus section of the Calendar.",490
Information about Faculty of Science at Memorial University of Newfoundland,General Degree for Major in Computational Chemistry - Required Courses,"Chemistry 1050 and 1051 (or 1200 and 1001), 2100, 2210, 2301, 2302, 2400, 2401, 3210 or 3211, 3303, 4304, 4305. Physics 1050 (or 1020) and 1051, and 2820. Mathematics 1000, 1001, 2000, 2050, 2051, 2260 (or the former Mathematics 3260), and 3202. Computer Science 1001, 1002, 1003, and 1510. Computer Science 2500 or 2002. Computer Science 2001. Computer Science 3731 or Mathematics 3132. Six credit hours in Critical Reading and Writing (CRW) courses, including at least 3 credit hours in English courses.",144
Information about Faculty of Science at Memorial University of Newfoundland,General Degree for Major in Computational Chemistry - Suggested Program of Study,"Given appropriate circumstances the Major in Computational Chemistry program can be completed in four years. While students should consult the Undergraduate Handbook for further timetabling details, to complete the program in four years generally will require that students take the following courses in their first year:Six credit hours in Critical Reading and Writing (CRW) courses, including at least 3 credit hours in English courses. Chemistry 1050 and 1051 (or 1200 and 1001). Physics 1050 (or 1020) and 1051. Mathematics 1000 and 1001. Computer Science 1001 and 1510.",113
Information about Faculty of Science at Memorial University of Newfoundland,Honours Degree in Computational Chemistry - Required Courses,"Chemistry 1050 and 1051 (or 1200 and 1001), 2100, 2210, 2301, 2302, 2400, 2401, 3210 or 3211, 3303, 4304, and 4305. Physics 1050 (or 1020), 1051, and 2820. Mathematics 1000, 1001, 2000, 2050, 2051, 2260 (or the former Mathematics 3260), and 3202. Computer Science 1001, 1002, 1003, and 1510. Computer Science 2500 and 2002. Computer Science 2001 Computer Science 3731 or Mathematics 3132. Chemistry 490A/B. Six credit hours in Critical Reading and Writing (CRW) courses, including at least 3 credit hours in English courses.",149
Information about Faculty of Science at Memorial University of Newfoundland,Honours Degree in Computational Chemistry - Suggested Program of Study,"Given appropriate circumstances the Honours in Computational Chemistry program can be completed in four years. While students should consult the Undergraduate Handbook for further timetabling details, to complete the program in four years generally will require that students take the following courses in their first year:Six credit hours in Critical Reading and Writing (CRW) courses, including at least 3 credit hours in English courses. Chemistry 1050 and 1051 (or 1200 and 1001). Physics 1050 (or 1020) and 1051. Mathematics 1000 and 1001. Computer Science 1001 and 1510.",114
Information about Faculty of Science at Memorial University of Newfoundland,Honours Degree in Computational Chemistry - Other Information,"A thesis based on a selected research topic carried out under the supervision of a member of the Department is to be submitted in the final year. Chemistry 490A/B will normally require the equivalent of nine hours per week for two semesters. Registration in Chemistry 490A/B is restricted to those students who have honours standing. The Honours dissertation will be assessed by a committee comprising the supervisor and one other faculty member. Students completing first year requirements for any of Chemistry, Mathematics or Physics via the three course options (i.e. Chemistry 1010, 1050, 1051, Mathematics 1090, 1000, 1001 or 109A/B, 1000, 1001, Physics 1020, 1021, 1051) instead of the two course options (Chemistry 1050, 1051, Chemistry 1200, 1001, Mathematics 1000, 1001, Physics 1050, 1051) will require the corresponding number of extra credits to obtain an Honours degree. Arrangements for subsequent years will depend on the other science subjects being studied and should be made in consultation with a Faculty Advisor. Certain advanced courses may only be offered in alternate years. Students therefore should consult the Head of the Department before registration.",242
Information about Faculty of Science at Memorial University of Newfoundland,General Degree in Chemistry (Biological) - Required Courses,"Chemistry 1050 and 1051, 2100, 2210, 2301, 2302, 2400, 2401, 3110, 3211, and 4410. At least 6 credit hours from Chemistry 3210, 3303, 3411 or any 4000-level Chemistry course. Biology 1001, 1002, 2250, 2060, and 3050 and at least 6 credit hours chosen from Biology 3530, 3950, 3951, 4010, 4050, 4200, 4245, 4251, 4404, 4605, Ocean Sciences 3002 and 3600. Biochemistry 2201 or the former 2101, 2901 and at least 6 credit hours from Biochemistry 3105, 3206 or 3106, 3207 or 3107, 4101, and 4201. Mathematics 1000 and 1001. Statistics 2550 is strongly recommended. Physics 1050 (or 1020) and Physics 1051 (or 1021). Six credit hours in Critical Reading and Writing (CRW) courses, including at least 3 credit hours in English courses.",215
Information about Faculty of Science at Memorial University of Newfoundland,General Degree in Chemistry (Biological) - Other Information,"In first year, prospective students for the General Degree in Chemistry (Biological) should complete:Six credit hours in Critical Reading and Writing (CRW) courses, including at least 3 credit hours in English courses. Chemistry 1050 and 1051, Biology 1001 and 1002, Physics 1050 (or 1020) and Physics 1051 (or 1021), and Mathematics 1000 and 1001. This program fulfills the first and second teachable requirements for admission into the Bachelor of Education (Intermediate/Secondary) at this University with Chemistry and Biology as the first and second teachable subjects, respectively. Students in the Chemistry (Biological) program are not able to also qualify for a minor in Biology. Some courses listed under Required Courses above require one or more prerequisites that are not defined as part of the program.",167
Information about Faculty of Science at Memorial University of Newfoundland,Honours Degree in Chemistry (Biological) - Required Courses,"Chemistry 1050 and 1051, 2100, 2210, 2301, 2302, 2400, 2401, 3110, 3211, 4410 and 490A/B. At least 3 credit hours from Chemistry 3210, 3303, 3411 or any 4000-level Chemistry course not used to fulfill clause 3. below. At least 3 credit hours from Chemistry 4151, 4201, 4206, 4305, or 4701. Biology 1001, 1002, 2060, 2250, and 3050 and at least 6 credit hours chosen from Biology 3530, 3950, 3951, 4010, 4050, 4200, 4245, 4251, 4404, 4605, Ocean Sciences 3002 and 3600. Biochemistry 2201 or the former 2101, 2901 and at least 6 credit hours from Biochemistry 3105, 3206 or 3106, 3207 or 3107, 4101, and 4201. Mathematics 1000 and 1001. Statistics 2550 is strongly recommended. Physics 1050 (or 1020) and Physics 1051 (or 1021). Six credit hours in Critical Reading and Writing (CRW) courses, including at least 3 credit hours in English courses.",250
Information about Faculty of Science at Memorial University of Newfoundland,Honours Degree in Chemistry (Biological) - Other Information,"In first year, prospective students for the Honours Degree in Chemistry (Biological) should complete:Six credit hours in Critical Reading and Writing (CRW) courses, including at least 3 credit hours in English courses. Chemistry 1050 and 1051, Biology 1001 and 1002, Physics 1050 (or 1020) and Physics 1051 (or 1021), and Mathematics 1000 and 1001. Chemistry 490A/B will normally require the equivalent of nine hours per week for two semesters. Registration in Chemistry 490A/B is restricted to those students who have honours standing. The Honours dissertation will be assessed by a committee comprising the supervisor and one other faculty member. Chemistry 490A/B Projects are to be approved by the Head of the Department or delegate. The Honours in Chemistry (Biological) program can be completed in four years. Students should consult the Undergraduate Student Handbook for timetabling details. Students completing first year requirements for any of Chemistry, Mathematics, or Physics via the three course options (i.e. Chemistry 1010, 1050, 1051 (or 1010, the former 1011, and the former 1031), Mathematics 1090, 1000, 1001, Physics 1020, 1021, 1051) instead of the two course options (Chemistry 1050, 1051, Mathematics 1000, 1001, Physics 1050, 1051) will require the corresponding number of extra credits to obtain an Honours degree. With the permission of the Head of the Department, 6000-level courses may be taken in the final year of the Honours Program. This program fulfills the first and second teachable requirements for admission into the Bachelor of Education (Intermediate/Secondary) at this University with Chemistry and Biology as the first and second teachables, respectively. Students in the Chemistry (Biological) program are not able to also qualify for a minor in Biology. Some courses listed under Required Courses above require one or more prerequisites that are not defined as part of the program.",408
Information about Faculty of Science at Memorial University of Newfoundland,Mathematics and Statistics,"www.mun.ca/math.The following undergraduate programs are available in the Department:Applied Mathematics and Chemistry Joint Honours (B.Sc. only), Applied Mathematics and Computer Science Joint Major (B.Sc. only), Applied Mathematics and Economics Joint Major (B.Sc. only), Applied Mathematics and Physics Joint Honours (B.Sc. only), Applied Mathematics and Physics Joint Major (B.Sc. only), Biology and Statistics Joint Honours (B.Sc. only), Computer Science and Pure Mathematics Joint Honours (B.Sc. only), Computer Science and Pure Mathematics Joint Major (B.Sc. only), Computer Science and Statistics Joint Honours (B.Sc. only), Computer Science and Statistics Joint Major (B.Sc. only), Economics and Pure Mathematics Joint Major (B.Sc. only), Economics and Statistics Joint Major (B.Sc. only), Economics and Statistics (Co-operative) Joint Major (B.Sc. only), Honours in Applied Mathematics (B.Sc. only), Honours in Pure Mathematics, Honours in Statistics, Major in Applied Mathematics (B.Sc. only), Major in Pure Mathematics, Major in Statistics, Minor in Mathematics, Minor in Statistics, Pure Mathematics and Statistics Joint Honours (B.Sc. only). Details of Joint Major and Joint Honours programs are given under Joint Program Regulations.Mathematics and Statistics course descriptions are found at the end of the Faculty of Science section under Course Descriptions, Mathematics and Statistics.",299
Information about Faculty of Science at Memorial University of Newfoundland,Regulations,"At most 9 credit hours in Mathematics will be given for courses successfully completed from the following list subject to normal credit restrictions: Mathematics 1000, 1005, 1031, 1050, 1051, 1052, 1053, the former 1080, the former 1081, 1090, 109A/B, the former 1150 and 1151. Students who have already obtained 6 or more credit hours in Mathematics or Statistics courses numbered 2000 or above should not register for Mathematics 1050 or Mathematics 1051 and cannot receive credit for either course. Students with credits in Mathematics or Statistics not listed in this Calendar must consult the Department for equivalency before taking any course listed under Course Descriptions, Mathematics and Statistics. Placement in Mathematics 1000, 1005, 1050, 1051, 1090, and 109A/B, shall be determined by the Department of Mathematics and Statistics on the basis of the student’s score on the Mathematics Placement Test (MPT), SAT Subject Test in Mathematics Level 1, or other acceptable criteria-based test.",208
Information about Faculty of Science at Memorial University of Newfoundland,Faculty Advisors,"Normally, the Program Officer will be the advisor for each student who has undertaken a major in Applied or Pure Mathematics, and the Deputy Head (Statistics) will be the advisor for any student involved in a major in Statistics. Students should consult with their advisor at least once each semester to ensure that their choice of courses is appropriate.",65
Information about Faculty of Science at Memorial University of Newfoundland,Course Numbering System,"The subject area of all courses offered by the Department of Mathematics and Statistics is identified by the second digit of the course number:Second Digit 0 – Common Core Mathematics courses 1 – Applied Mathematics courses 2 – Applied Mathematics and Pure Mathematics courses 3 – Pure Mathematics courses 4 – Pure Mathematics and Statistics courses 5 – Statistics coursesUnless otherwise specified, where a regulation makes reference to Mathematics courses, this shall include courses in any of the categories listed above.Where a regulation makes reference to Applied Mathematics courses, this shall include all courses with second digit 1 or 2. Where a regulation makes reference to Pure Mathematics courses, this shall include all courses with second digit 2, 3 or 4. Where a regulation makes reference to Statistics courses, this shall include all courses with second digit 4 or 5.",155
Information about Faculty of Science at Memorial University of Newfoundland,Major in Applied Mathematics (B.Sc. Only),"As a component of the Degree Regulations for the General Degree of Bachelor of Science, a student shall successfully complete the following requirements:Mathematics 1000, 1001, 2000, 2050, 2051, 2260, 2320, 3000, 3001, 3100, 3132, 3161, 3202, 4160, 4190. Three credit hours in courses numbered 3000 or higher that are offered by the Department of Mathematics and Statistics, excluding the former Mathematics 3330. A computing course, early in your program. Computer Science 1510 is highly recommended. A designated technical writing course offered by a Science department. Mathematics 2130 is recommended. The technical writing course is prerequisite to some 3000-level courses. Physics 1050 (or 1020) and 1051. A statistics course. Statistics 2410 or 3410 is recommended.",167
Information about Faculty of Science at Memorial University of Newfoundland,Major in Pure Mathematics,"As a component of the Degree Regulations for the General Degree of Bachelor of Science or the Degree Regulations for the General Degree of Bachelor of Arts, as appropriate, a student shall successfully complete the following requirements:Mathematics 1000, 1001, 2000, 2050, 2051, 2320, 3000, 3001, 3320. One of Mathematics 2260, 3202, 3210. One of Mathematics 3331, 3370. Twelve further credit hours in Pure Mathematics courses numbered 3000 or higher, excluding the former Mathematics 3260 and 3330, at least 6 credit hours of which must be in courses numbered 4000 or higher. A computing course. Computer Science 1510 is recommended. A designated technical writing course offered by a Science department. Mathematics 2130 is recommended. A statistics course. Statistics 2410 or 3410 is recommended.",167
Information about Faculty of Science at Memorial University of Newfoundland,Major in Statistics,"As a component of the Degree Regulations for the General Degree of Bachelor of Science or the Degree Regulations for the General Degree of Bachelor of Arts, as appropriate, a student shall successfully complete the following requirements:Mathematics 1000, 1001, 2000, 2050, 2051, Statistics 2410 or 3410, 2560, 3411, 3520, 3521, 4530. Statistics 2500 or 2550. Statistics 2550 is recommended. Nine further credit hours in Statistics courses numbered 3000 or higher, at least 6 credit hours of which must be in courses numbered 4000 or higher excluding Statistics 4581. A computing course. Computer Science 1510 is recommended. Mathematics 2320, 3000 and 3001 are recommended.",143
Information about Faculty of Science at Memorial University of Newfoundland,Honours in Applied Mathematics (B.Sc. Only),"See Degree Regulations for the Honours Degree of Bachelor of Science. A student shall successfully complete the following requirements:Mathematics 1000, 1001, 2000, 2050, 2051, 2130, 2260, 2320, 3000, 3001, 3100, 3132, 3161, 3202, 3210, 4160, 4180, 4190, 419A/B. At least one of Mathematics 4162 or 4170. Statistics 2410 or 3410. Nine further credit hours in courses numbered 3000 or higher that are offered by the Department of Mathematics and Statistics, excluding the former Mathematics 3330, at least 3 of which must be in courses numbered 4000 or higher. A computing course early in the program is required. Computer Science 1510 is recommended. Physics 1050 (or 1020), 1051, 2820, 3220.",173
Information about Faculty of Science at Memorial University of Newfoundland,Honours in Pure Mathematics,"See Degree Regulations for the Honours Degree of Bachelor of Science or Bachelor of Arts (Honours) Degree Regulations (as appropriate). A student shall successfully complete the following requirements:Mathematics 1000, 1001, 2000, 2050, 2051, 2130, 2260, 2320, 3000, 3001, 3202, 3210, 3300, 3320, 3331, 4300, 4310, 439A/B, Statistics 2410 or 3410. Either Mathematics 3340 or 3370. Either Mathematics 4000 or 4001. Either Mathematics 4320 or 4321. Twelve further credit hours in Pure Mathematics courses numbered 3000 or higher, excluding the former Mathematics 3330, at least 9 credit hours of which must be in courses numbered 4000 or higher. A computing course early in the program is required. Computer Science 1510 is recommended.",174
Information about Faculty of Science at Memorial University of Newfoundland,Honours in Statistics,"See Degree Regulations for the Honours Degree of Bachelor of Science or Bachelor of Arts (Honours) Degree Regulations (as appropriate). A student shall successfully complete the following requirements:Mathematics 1000, 1001, 2000, 2050, 2051, 2320, 3000, 3001, 3132, 3202, 3210, Statistics 2410 or 3410, 2560, 3411, 3520, 3521, 4410, 4530, 4590, 459A/B. Statistics 2500 or 2550. Statistics 2550 is recommended. Eighteen further credit hours in Statistics courses including at least 12 credit hours in courses numbered 4000 or higher excluding Statistics 4581. A computing course. Computer Science 1510 is recommended. Mathematics 4000 is recommended.",154
Information about Faculty of Science at Memorial University of Newfoundland,Minor in Mathematics,A total of 24 credit hours in courses offered by the Department of Mathematics and Statistics is required of which only 6 credit hours shall be in courses at the 1000 level and at least 6 credit hours shall be in courses numbered 3000 or higher.,47
Information about Faculty of Science at Memorial University of Newfoundland,Minor in Statistics,"The courses required for a minor in Statistics are:Mathematics 1000, 1001; Statistics 1510 or 2500 or 2550, Statistics 2501 or 2560. Twelve further credit hours in Statistics courses numbered 3000 or higher excluding Statistics 4581.It is recommended that Mathematics 2000 and Mathematics 2050 be taken since they are prerequisite to several further Statistics courses.",71
